pulled_at,event_slug,question,candidate,yes_price,volume,liquidity,yes_token_id,end_date
2026-09-02T15:06:33.932432+00:00,democratic-presidential-nominee-2028,Will Gavin Newsom win the 2028 Democratic presidential nomination?,Gavin Newsom,0.1455,27034174.850466985,372887.7079,54533043819946592547517511176940999955633860128497669742211153063842200957669,2028-11-07T00:00:00Z
2026-09-02T15:06:33.932432+00:00,democratic-presidential-nominee-2028,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,Alexandria Ocasio-Cortez,0.1995,15090454.970037002,366107.97258,107064985435494333113391038470401719113272800530429703182710416066774068907304,2028-11-07T00:00:00Z
2026-09-02T15:06:33.932432+00:00,democratic-presidential-nominee-2028,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,Pete Buttigieg,0.0555,11964375.011707008,373219.1683,91031279171981959197361710127213577102576826515163085396576756946418341946256,2028-11-07T00:00:00Z
2026-09-02T15:06:33.932432+00:00,democratic-presidential-nominee-2028,Will Josh Shapiro win the 2028 Democratic presidential nomination?,Josh Shapiro,0.0505,9613159.708018988,458831.17366,71169839497420596285841847514123589847893415750912355173877524195175834054354,2028-11-07T00:00:00Z
2026-09-02T15:06:33.932432+00:00,democratic-presidential-nominee-2028,Will Wes Moore win the 2028 Democratic presidential nomination?,Wes Moore,0.015,18416844.58313701,359710.11573,90227223115596293448966158151606153337847900483048338623540402385929720677904,2028-11-07T00:00:00Z
2026-09-02T15:06:33.932432+00:00,democratic-presidential-nominee-2028,Will Stephen A. Smith win the 2028 Democratic presidential nomination?,Stephen A. Smith,0.0025,21795159.901689008,1334423.48193,60590045489347122735554346200880179420435533609307820342798544098823516727807,2028-11-07T00:00:00Z
2026-09-02T15:06:33.932432+00:00,democratic-presidential-nominee-2028,Will Kamala Harris win the 2028 Democratic presidential nomination?,Kamala Harris,0.077,13148430.410132991,324069.10628,38171024903091354977195167437673496224420673639143973968032407064172828043588,2028-11-07T00:00:00Z
2026-09-02T15:06:33.932432+00:00,democratic-presidential-nominee-2028,Will Gretchen Whitmer win the 2028 Democratic presidential nomination?,Gretchen Whitmer,0.007,11993550.031235985,226329.89085,57761428076807364758801249497410455358987881775226117256631754592198558850468,2028-11-07T00:00:00Z
2026-09-02T15:06:33.932432+00:00,democratic-presidential-nominee-2028,Will Andy Beshear win the 2028 Democratic presidential nomination?,Andy Beshear,0.0245,13066304.452128004,624984.27402,26468656392978559668331516709623917078428425933265692717836103090220693717685,2028-11-07T00:00:00Z
2026-09-02T15:06:33.932432+00:00,democratic-presidential-nominee-2028,Will Jon Ossoff win the 2028 Democratic presidential nomination?,Jon Ossoff,0.1625,12855227.710454004,302885.65048,70071592420137476676935286377781779672157004436137616627487590484756055232944,2028-11-07T00:00:00Z
